Processes: 212 total, 4 running, 6 stuck, 202 sleeping, 1019 threads 
2014/07/31 06:55:02
Load Avg: 2.07, 2.75, 2.64 
CPU usage: 32.91% user, 45.56% sys, 21.51% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46292 total, 1220M resident, 72M private, 346M shared.
PhysMem: 3004M used (1134M wired), 19M unused.
VM: 528G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360782/25G in, 29845626/18G out.
Disks: 978252/21G read, 388862/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW    POWER USER           
528    librariand       0.0  00:00.70 2    0   78     54     1176K  900K-  0B     1516K  63M-   2444M  528   424   sleeping 501 6317      312      5577      3386      17307     12862     10073      330     315K   1204K  15        0.0   tgreen         
526    tccd             0.0  00:23.43 2    1   51     69     2688K  2148K- 0B     23M    44M-   2444M  526   424   sleeping 501 41605     160      9186      3775      130279    14700     44465      210     2372K  7555K  149       0.0   tgreen         
525    sharingd         0.0  00:00.38 3    0   67     83     1248K  968K-  0B     3092K  57M-   2440M  525   424   sleeping 501 9131      380      1131      556       8839      2321      4799       827     1261K  659K   96        0.0   tgreen         
523    fontd            0.0  00:09.57 2    0   90     144    2216K  1736K- 0B     3188K  37M-   2466M  523   424   sleeping 501 76117     404      56545     46034     330049    211511    131720     564     1240K  -6M    475       0.0   tgreen         
521    pboard           0.0  00:00.01 1    0   24     33     28K    16K    0B     528K   43M-   2403M  521   424   sleeping 501 425       99       385       30        249       781       736        5       115K   27K    0         0.0   tgreen         
520    xpcd             0.0  00:10.97 6    5   52     95     2708K  2520K- 0B     2724K  40M-   2439M  520   1     sleeping 501 65567     602      22208     19753     629825    80715     119553     92      13M    29M    1127      0.0   tgreen         
517    coreaudiod       1.1  00:41.16 7    0   507    141    5336K  4904K+ 0B     3216K  42M-   2448M  517   1     sleeping 202 49839     435      826207+   100975    1509636+  1534698+  1167305+   2832    2803K  4544K  69143+    2.1   _coreaudiod    
515    SystemUIServer   0.0  01:39.97 7    2   322    548    13M    10M-   0B     11M    43M-   2524M  515   424   sleeping 501 105493+   689      337502+   175939+   821943+   1106102+  515391+    8270    7213K  -11M   23888     0.0   tgreen         
514    Dock             0.0  00:25.00 5    2   299    1411   17M    11M-   0B     50M    61M-   2541M  514   424   sleeping 501 443578    402      427558    201904    254417    454085    243346     12845   6229K  18M    1948      0.0   tgreen         
511    iThoughtsX       0.0  00:02.24 3    0   171    162    10M    3472K- 0B     7836K  39M-   2505M  511   424   sleeping 501 22290     531      32965     11453     34616     47947     41415      592     2326K  -3M    524       0.0   tgreen         
510    Keynote          0.0  00:16.17 5    0   218    1456   57M    36M-   0B     41M    161M-  3037M  510   424   sleeping 501 175653    8244     57112     20451     163288    98302     144834     12707   4413K  4043K  613       0.0   tgreen         
509    Messages         0.0  00:20.54 9    0   387    905    24M    9948K- 0B     23M    183M-  3632M  509   424   sleeping 501 175886    1972     118096    50740     142452    230435    130935     9483    3896K  -1M    2146      0.0   tgreen         
507    iTerm            7.0  26:44.11 8    1   245    411    25M+   8068K- 88K    15M-   55M-   2591M  507   424   sleeping 501 78304+    1095     620230+   196291+   20083707+ 29240115+ 2036475+   5194    5524K  -8M-   79128+    7.0   tgreen         
506    OmniFocus        0.0  00:25.41 10   2   289    1312   58M    34M+   0B     34M    193M-  2721M  506   424   sleeping 501 172259    1657     88099     35015     200262    146626    120159     6541    3697K  13M    1032      0.0   tgreen         
505    Reeder           0.0  01:05.02 12   0   262    1824   37M    30M+   0B     86M    471M+  3799M  505   424   sleeping 501 504967    4879     198049    101563    367874    1108522   489050     10302   4465K  3847K  76071     0.0   tgreen         
504    Evernote         0.0  04:53.27 15   2   321    3990   207M   195M-  0B     217M   772M-  4172M  504   424   sleeping 501 806083    5415     271026    101171    1871468   791676    786108     20865   12M    52M    8886      0.0   tgreen         
503    Path Finder      0.1  03:54.95 11   4   342    1355   37M    28M+   0B     37M    166M+  2675M  503   424   sleeping 501 1158303+  43916    962281+   454709+   2900560+  3174223+  1700120+   13698   17M    -149M- 17694     0.1   tgreen         
502    Airmail          0.0  04:23.70 14   5   574    2199   68M    35M-   24K    51M    240M-  3938M  502   424   sleeping 501 739700    6294     308209    86144     1501806   698918    625051     22402   12M    45M    9603      0.0   tgreen         
499    UserEventAgent   0.0  00:05.98 6    2   287    210    3476K  2856K- 0B     2960K  65M-   2450M  499   424   sleeping 501 46442     382      112215    55993     94741     117284    80483      548     7024K  -14M   849       0.0   tgreen         
447    securityd_servic 0.0  00:00.33 2    1   30     45     348K   248K-  0B     660K   53M-   2434M  447   1     sleeping 0   1705      102      9595      5734      10669     6226      4936       21      690K   -833K  47        0.0   root           
446    mdflagwriter     0.0  00:00.02 2    1   21     48     8192B  4096B  0B     684K   53M-   2411M  446   444   sleeping 0   926       60       104       43        883       323       148        0       206K   38K    6         0.0   root           
444    launchd          0.0  00:00.04 2    0   62     39     280K   208K   0B     304K   47M    2413M  444   1     sleeping 0   725       137      2062      687       2359      1948      942        0       157K   48K    18        0.0   root           
442    distnoted        0.0  00:00.42 6    4   52     43     596K   456K-  0B     292K   55M-   2435M  442   435   sleeping 89  3881      95       509       3172      26018     1519      13947      0       3372K  -2M    320       0.0   _spotlight     
435    launchd          0.0  00:00.46 2    0   67     39     316K   412K   0B     276K   55M    2413M  435   1     sleeping 89  8856      6092     23471     9317      28074     20491     7342       1       2708K  1893K  26        0.0   _spotlight     
434    cfprefsd         0.0  01:28.20 5    4   230    214    2280K  2080K- 0B     3760K  61M-   2456M  434   424   sleeping 501 11481350  90       77636     79440     1403552   105911    547716     22167   12M    71M    2053      0.0   tgreen         
433    distnoted        0.0  01:08.35 6    4   253    50     9932K  9780K- 0B     3828K  45M-   2441M  433   424   sleeping 501 36229     100      68152     87831     650425    123604    523091     3       35M    -8M    3433      0.0   tgreen         
424    launchd          1.2  01:52.91 2    0   623    40     792K   732K   0B     1124K  55M    2414M  424   1     sleeping 501 84919     37414    2666197+  192307+   10614541+ 4177400+  3607913+   42      13M+   -3M-   96        1.2   tgreen         
313    racoon           0.0  00:00.66 2    1   28     41     560K   416K-  0B     376K   53M-   2412M  313   1     sleeping 0   4768      95       1297      622       27053     2004      8795       264     4896K  1230K  983       0.0   root           
308    suhelperd        0.0  00:00.12 2    0   47     50     444K   280K-  0B     1248K  53M-   2412M  308   1     sleeping 0   3031      171      1469      690       5971      2432      3306       15      1357K  274K   47        0.0   root           
306    softwareupdated  0.0  00:00.56 2    0   72     68     964K   752K-  0B     11M    43M-   2440M  306   1     sleeping 200 9171      251      2968      1410      9151      3609      4411       306     1443K  701K   123       0.0   _softwareupdate
284    tccd             0.0  00:05.58 2    1   45     59     2788K  2376K- 0B     2572K  54M-   2458M  284   1     sleeping 0   12869     153      1948      1933      67432     4467      22672      494     3145K  3006K  216       0.0   root           
259    gkbisd           0.0  00:10.87 2    1   47     311    1168K  964K-  0B     35M    91M-   2473M  259   1     sleeping 0   21953     129      3856      2828      252583    7126      153460     64      2683K  2395K  222       0.0   root           
252    com.apple.CodeSi 0.0  00:02.59 4    3   31     48     692K   520K-  0B     1016K  54M-   2413M  252   1     sleeping 0   30002     197      4476      5850      88729     10123     26982      7       2945K  2098K  136       0.0   root           
245    socketfilterfw   0.1  00:59.92 3    0   59     82     11M+   11M-   0B     61M-   90M-   2488M  245   1     sleeping 0   88846+    144      15374+    2279      382054+   34269+    143092+    184+    2198K  28M+   312       0.1   root           
243    sysmond          0.0  00:01.33 2    1   23     39     152K   152K   0B     1840K  53M-   2411M  243   1     sleeping 0   4077      85       31554     16078     68728     46452     3558       31      698K   34K    66        0.0   root           
242    pacemaker        0.0  00:03.74 3    2   23+    39+    320K+  216K   0B     164K   53M+   2412M+ 242   1     sleeping 0   1551+     70       211       174       224860+   1052      121487+    9       1518K+ 186K+  11328     0.0   root           
241    SystemStarter    0.0  00:00.07 2    0   31     35     220K   132K   0B     384K   53M    2411M  241   1     sleeping 0   1850      145      1272      626       5570      1928      3106       2       1343K  190K   45        0.0   root           
239    cron             0.0  00:00.18 1    0   19     29     140K   188K   0B     320K   20M    2387M  239   1     sleeping 0   6390      4211     2506      1247      3854      1308      1256       26      3864K  2297K  248       0.0   root           
236    ntpd             0.0  00:00.21 2    0   27     39     272K   192K-  0B     424K   37M-   2411M  236   1     sleeping 0   1818      245      626       141       6143      683       993        355     344K   435K   116       0.0   root           
235    usbd             0.0  00:00.52 2    0   60     37     592K   392K-  0B     356K   52M-   2433M  235   1     sleeping 0   3392      120      9850      5921      6200      24723     8183       36      202K   -852K  661       0.0   root           
231    CVMServer        0.0  00:00.24 3    2   134    52     532K   416K+  32K    260K   150M+  2484M  231   1     sleeping 0   2141      80       3123      2140      10228     4749      6276       63      1488K  222K   274       0.0   root           
229    mds_stores       0.0  04:01.26 4    2   74     410    9844K  13M-   24K    27M    495M-  3107M  229   1     sleeping 0   1594935   12109    180715    120043    3031137   553725    1047543    469883  22M    25M    7187      0.0   root           
225    networkd_privile 0.0  00:00.20 2    1   26     37     356K   244K-  0B     256K   53M-   2411M  225   1     sleeping 0   1903      87       1218      1541      13049     4806      6412       6       1956K  83K    89        0.0   root           
219    networkd         0.0  00:03.21 2    0   97     51     1112K  812K-  0B     564K   37M-   2411M  219   1     sleeping 24  5446      184      59407     31382     117652    100230    69346      314     3329K  -3M    770       0.0   _networkd      
181    ocspd            0.0  01:41.83 5    0   76     184    2888K  2152K- 0B     2576K  30M-   2475M  181   1     sleeping 0   648466+   1550     66555     4167      220374    238418+   126801+    3315    2928K  -50M   556       0.0   root           
110    WindowServer     5.6  22:37.19 4    0   678    5418   66M+   71M+   16K    57M    941M+  3644M  110   1     sleeping 88  5566584+  12076    14860276+ 5207058+  857480+   13200202+ 13865175+  5096    20M-   590M+  1375533+  7.1   _windowserver  
90     iStatMenusDaemon 0.0  01:29.25 4    0   40     59     1076K  880K-  0B     7016K  58M-   2417M  90    1     sleeping 0   14735     522      355755+   251550    1082931+  1415449+  349907+    222     1392K  -4M+   39777+    0.0   root           
88     fitbitd          0.0  00:05.23 6    1   58     53     752K   504K-  0B     496K   65M-   2448M  88    1     sleeping -2  10738     191      8790      1360      215165    23184     141041     627     6728K  2275K  35604     0.0   nobody         
87     leapd            0.0  33:39.43 17   0   118    108    1556K  1296K- 0B     24M    79M-   2442M  87    1     sleeping 0   138202    250      51374775  25746094  37542564+ 34617611  21920392+  3757    2187K  2734M  102154+   0.1   root           
